generation,best_fitness,avg_fitness,worst_fitness,std_fitness
0,-1000.0,-1000.0,-1000.0,0.0
1,-1000.0,-1000.0,-1000.0,0.0
2,-1000.0,-1000.0,-1000.0,0.0
3,-1000.0,-1000.0,-1000.0,0.0
4,-1000.0,-1000.0,-1000.0,0.0
5,-1000.0,-1000.0,-1000.0,0.0
6,-1000.0,-1000.0,-1000.0,0.0
7,-1000.0,-1000.0,-1000.0,0.0
8,-1000.0,-1000.0,-1000.0,0.0
9,-1000.0,-1000.0,-1000.0,0.0
10,-1000.0,-1000.0,-1000.0,0.0
11,-1000.0,-1000.0,-1000.0,0.0
12,-1000.0,-1000.0,-1000.0,0.0
13,-1000.0,-1000.0,-1000.0,0.0
14,-1000.0,-1000.0,-1000.0,0.0
15,-1000.0,-1000.0,-1000.0,0.0
16,-1000.0,-1000.0,-1000.0,0.0
17,-1000.0,-1000.0,-1000.0,0.0
18,-1000.0,-1000.0,-1000.0,0.0
19,-1000.0,-1000.0,-1000.0,0.0
20,-1000.0,-1000.0,-1000.0,0.0
21,-1000.0,-1000.0,-1000.0,0.0
22,-1000.0,-1000.0,-1000.0,0.0
23,-1000.0,-1000.0,-1000.0,0.0
24,-1000.0,-1000.0,-1000.0,0.0
25,-1000.0,-1000.0,-1000.0,0.0
26,-1000.0,-1000.0,-1000.0,0.0
27,-1000.0,-1000.0,-1000.0,0.0
28,-1000.0,-1000.0,-1000.0,0.0
29,-1000.0,-1000.0,-1000.0,0.0
